place_name,latitude,longitude,address,phone_number,review_count,ratings
Cheez Banani,23.7927561,90.4081902,"2nd Floor, Cheez Banani, House 37 Rd 12, Dhaka 1213",01316-195220,Moderately expensive,
Food Buddy,23.7926505,90.4222578,"Food Buddy, lakeside, Kha 66/8, Shahjadpur, Dhaka 1212",01930-000300,21,4.9
Bachelor's Mohakhali,23.7773985,90.3963085,"Q9GW+XG3 Bachelor's Mohakhali, Arjotpara, VIP Road, Dhaka",01602-295322,10,4.7
PEYALA 11,23.7902239,90.4082798,"House 25, Ground Floor, PEYALA 11, Genetic Road No. 11, Dhaka 1213",01777-711615,137,4.4
Pizza2Go,23.7461352,90.4121646,"Pizza2Go, 222 Bir Uttam Mir Shawkat Sarak, Dhaka 1208",01313-890864,81,4.0
G.M.T Catering Services,23.8000348,90.4064056,"G.M.T Catering Services, 5/A Rd No 18, Dhaka 1213",01976-786468,42,5.0
SR Catering Services,23.7726948,90.4194001,"SR Catering Services, K, 2/7, Titash Road, Dhaka 1212",01913-397220,6,4.8
SR Catering Services,23.7744116,90.4148459,"SR Catering Services, K, 2/7, Titash Road, Dhaka 1212",01913-397220,6,4.8
MEAL99,23.8090261,90.4178658,"MEAL99, Banani - Road# 2, House# 28, 1213",01826-392908,8,3.3
Tajine- Nawabi Cuisine,23.7927782,90.4081935,"Tajine- Nawabi Cuisine, House-48, Block-E, Road-13/C, Dhaka 1213",01705-309515,Moderately expensive,
Tina's Flavour Factory,23.7921988,90.4225405,"Tina's Flavour Factory, Shatabdi Lake Nibash, G P Kha 1, 3 Marium Rd, Dhaka 1212",01776-191830,7,4.9
Food Bazar logistics,23.788062,90.4152929,"Food Bazar logistics, Rd 36, Gulshan-2 Home No 22 (Fifth floor) Rd No 36 Dhaka, 1212",01904-099855,3,5.0
Burritos 365 Banani,23.790952,90.4060263,"Burritos 365 Banani, House 68 Road 10 Block D, Dhaka 1213",01968-800060,1,5.0
Dilaab,23.7807485,90.4006388,"15th floor, Dilaab, Ambon Complex, 99 Mohakhali C/A, Dhaka 1212",01308-315430,4,5.0
Dilaab,23.8000479,90.3527027,"15th floor, Dilaab, Ambon Complex, 99 Mohakhali C/A, Dhaka 1212",01308-315430,4,5.0
Cricketer's Kitchen & Cafe,23.8237942,90.3645216,"Cricketer's Kitchen & Cafe, Road # 144 Gulshan Shooting, Club Road, Dhaka 1212",01756-755566,Moderately expensive,
Burger Box,23.829057,90.3635451,"No. 5, Burger Box, 30 DIT Rd, Dhaka",01309-365999,46,4.1
Khaas Food - Badda | Best Natural and Safe Grocery Store,23.7733472,90.426662,"Khaas Food - Badda | Best Natural and Safe Grocery Store, House#14 Rd No 11, Dhaka 1212",01730-715053,61,4.1
Khaas Food Banasree | Best Natural and Safe Grocery Store,23.7548534,90.3659951,"Khaas Food Banasree | Best Natural and Safe Grocery Store, House- 43, Road- 04, Block- E, Dhaka 1219",01730-715063,50,4.1
Pizza & More - All the Goodness of Italian Food,23.7954894,90.4116289,"Pizza & More - All the Goodness of Italian Food, House No- 9/A (NW1) (Ground Floor) Road No-53, Dhaka 1212",01954-667711,251,4.3
Ruma's Kitchen Home Made,23.8036582,90.4298629,"Ruma's Kitchen Home Made, House No-3, Muktijodhdha Siraj Road, Sarkar Bari, Dhaka 1212",01708-415717,4,4.8
Shirin's Home-made Food,23.7616648,90.4234192,"Shirin's Home-made Food, 237/3 Jaker Rd, Dhaka 1219",01631-042318,2,5.0
Mahfuza's Home Kitchen,23.7778654,90.4162872,"Mahfuza's Home Kitchen, 1761, alif nagar, Ananda Nagar Rd, Dhaka 1212",01631-042318,2,5.0
Cheez Banani,23.7927561,90.4081902,"2nd Floor, Cheez Banani, House 37 Rd 12, Dhaka 1213",01316-195220,Moderately expensive,
Pizza Inn Gulshan 1,23.7837674,90.417104,"Pizza Inn Gulshan 1, 76 Gulshan Ave, Dhaka 1212",01971-004559,Moderately expensive,
Pizza Inn Gulshan 1,23.7744116,90.4148459,"Pizza Inn Gulshan 1, 76 Gulshan Ave, Dhaka 1212",01971-004559,Moderately expensive,
Pizza Inn Gulshan 1,23.795867,90.4150407,"Pizza Inn Gulshan 1, 76 Gulshan Ave, Dhaka 1212",01971-004559,Moderately expensive,
Dhaka Lunch,23.7792208,90.4183724,"Dhaka Lunch, House 10 Rd 135, Dhaka 1212",01744-602388,30,4.7
Ruma's Kitchen Home Made,23.8036582,90.4298629,"Ruma's Kitchen Home Made, House No-3, Muktijodhdha Siraj Road, Sarkar Bari, Dhaka 1212",01708-415717,4,4.8
Meherin's Kitchen,23.7926146,90.4084484,"House# 78, Meherin's Kitchen, Rd 12, Dhaka 1213",01715-025585,7,4.9
Food Buddy,23.7926505,90.4222578,"Food Buddy, lakeside, Kha 66/8, Shahjadpur, Dhaka 1212",01930-000300,21,4.9
KNACK,23.7804304,90.4022018,"KNACK, Dhaka 1212",01303-960229,15,4.2
Cookants,23.7804494,90.4232353,"Cookants, 1st Floor, Homesteed Gulshan Link Tower, 1212 Gulshan Badda Link Rd, Dhaka 1216",01777-709890,16,4.5
Pizza Roma,23.7855357,90.4186996,"Pizza Roma, House 36 Rd 117, Dhaka 1212",01755-660039,Moderately expensive,
Kacchi Bhai - Banasree,23.7640843,90.430238,"1st Floor, House, Kacchi Bhai - Banasree, 8 Banasree Main Rd, Dhaka 1219",01322-909354,259,3.8
Kacchi Bhai - Banasree,23.795867,90.4150407,"1st Floor, House, Kacchi Bhai - Banasree, 8 Banasree Main Rd, Dhaka 1219",01322-909354,259,3.8
Bachelor's Mohakhali,23.7773985,90.3963085,"Q9GW+XG3 Bachelor's Mohakhali, Arjotpara, VIP Road, Dhaka",01602-295322,10,4.7
China101,23.7914181,90.4033817,"China101, House#101 Rd No 13A, Dhaka 1213",01891-976448,158,4.3
Shawarma House Banani,23.7901437,90.4080921,"Shawarma House Banani, House 25 Road 11 Block H Point 11 (3rd Floor",01798-257590,418,3.8
HOME DELIVERY DAILY,23.7602923,90.4217787,"HOME DELIVERY DAILY, Ka-22/3 Sohag Plaza, School Road, Dhaka 1212",01312-712616,1,5.0
Rapido Ltd. (Courier),23.7666955,90.4143146,"Rapido Ltd. (Courier), House 90, Block D, Road 4 Mohanogor Project, Hatirjheel Bridge, Dhaka",09613-410510,46,4.0
Sonar Courier Service Ltd.,23.7815425,90.4000746,"1st. Floor, Sonar Courier Service Ltd., 2 Bir Uttam AK Khandakar Road, Dhaka 1212",01711-521460,71,3.9
Sonar Courier Service Ltd.,23.7858238,90.416679,"1st. Floor, Sonar Courier Service Ltd., 2 Bir Uttam AK Khandakar Road, Dhaka 1212",01711-521460,71,3.9
Sonar Courier Service Ltd.,23.7637415,90.4260288,"1st. Floor, Sonar Courier Service Ltd., 2 Bir Uttam AK Khandakar Road, Dhaka 1212",01711-521460,71,3.9
Home Delivery BD.com,23.7630599,90.4298996,"Home Delivery BD.com, 485, Dhaka",01311-903450,1,5.0
G.M.T Catering Services,23.8000348,90.4064056,"G.M.T Catering Services, 5/A Rd No 18, Dhaka 1213",01976-786468,42,5.0
Bahon Express Ltd.,23.7923417,90.40458,"Bahon Express Ltd., House# 52 Rd No-15, Dhaka 1213",09613-232469,3,5.0
GogoBangla,23.79254,90.4242742,"Block - H, GogoBangla, House - 65 Rd No. 7A, Dhaka 1213",01623-123123,16,2.9
DCC Home Delivery,23.7797469,90.4161611,"DCC Home Delivery, Polt No-G.P.Ka-71/A, Dhaka 1212",01559-584584,3,5.0
Dhaka Lunch,23.7792208,90.4183724,"Dhaka Lunch, House 10 Rd 135, Dhaka 1212",01744-602388,30,4.7
koopon,23.7771692,90.4114185,"koopon, Niketan, House-90, Road-2, Block-A, Dhaka 1212",09638-336633,23,3.7
Rapido Ltd. (Courier),23.7666955,90.4143146,"Rapido Ltd. (Courier), House 90, Block D, Road 4 Mohanogor Project, Hatirjheel Bridge, Dhaka",09613-410510,46,4.0
Sonar Courier Service Ltd.,23.7815425,90.4000746,"1st. Floor, Sonar Courier Service Ltd., 2 Bir Uttam AK Khandakar Road, Dhaka 1212",01711-521460,71,3.9
GogoBangla,23.79254,90.4242742,"Block - H, GogoBangla, House - 65 Rd No. 7A, Dhaka 1213",01623-123123,16,2.9
Flingex Courier Service,23.7600627,90.4297643,"House: 2/A, Flingex Courier Service, Road : 2/1 Block : L, Dhaka 1212",01684-685443,300,3.4
Flingex Courier Service,23.793175,90.4071831,"House: 2/A, Flingex Courier Service, Road : 2/1 Block : L, Dhaka 1212",01684-685443,300,3.4
Sundarban Courier Services Banani,23.7914306,90.4077042,"Sundarban Courier Services Banani, 13 Rd No. 13E, Dhaka 1212",01936-003304,993,4.0
Sundarban Courier Services Banani,23.7858238,90.416679,"Sundarban Courier Services Banani, 13 Rd No. 13E, Dhaka 1212",01936-003304,993,4.0
Sundarban Courier Services Banani,23.7515959,90.42367,"Sundarban Courier Services Banani, 13 Rd No. 13E, Dhaka 1212",01936-003304,993,4.0
Homebound Packers & Shippers Ltd.,23.7637919,90.3959577,"Homebound Packers & Shippers Ltd., SW A 26, Gulshan Ave, Dhaka 1212",02222-294745,82,4.3
Sundarban Courier Service Pvt. Ltd. (Mohakhali New DOHS),23.7786291,90.3963339,"Sundarban Courier Service Pvt. Ltd. (Mohakhali New DOHS), Shop No. 65, Ground Floor, SKS Shopping Mall SKS Tower 7 VIP Road, Dhaka 1206",01313-889548,165,4.2
S A Paribahan Parcel Service (New Office),23.7740504,90.3992677,"S A Paribahan Parcel Service (New Office), Mohakhali Bus Terminal, Shaheed Tajuddin Ahmed Ave, Dhaka 1205",01766-688351,1584,4.0
Karatoa Courier Service | Badda Branch,23.7845451,90.4251561,"Karatoa Courier Service | Badda Branch, Bir Uttam Rafiqul Islam Ave, Dhaka 1212",01755-554726,118,3.8
"Sundarban Courier Service, Sahazadpur Branch",23.7949917,90.4279445,"QCVH+X5W Sundarban Courier Service, Sahazadpur Branch, Unnamed Road, Dhaka 1212",01915-678003,63,3.7
"Sundarban Courier Service, Rampura Branch",23.7488754,90.3864252,"Sundarban Courier Service, Rampura Branch, 15 DIT Rd, Dhaka",01683-368887,29,4.4
RedX MotherHub,23.767307,90.406553,"RedX MotherHub, Dhaka 1208",01829-032216,883,2.8
Bahon Express Ltd.,23.7923417,90.40458,"Bahon Express Ltd., House# 52 Rd No-15, Dhaka 1213",09613-232469,3,5.0
Paperfly Private Ltd.,23.7787086,90.3975433,"Paperfly Private Ltd., SKS Tower, Level 5, 7 VIP Road",09678-300900,462,3.1
Paperfly Private Ltd.,23.7217382,90.4170094,"Paperfly Private Ltd., SKS Tower, Level 5, 7 VIP Road",09678-300900,462,3.1
Paperfly Private Ltd.,23.7848771,90.3484036,"Paperfly Private Ltd., SKS Tower, Level 5, 7 VIP Road",09678-300900,462,3.1
Media Express Courier service,23.779823,90.4055001,"Media Express Courier service, GP Cha-14 Haque market Whirlesgate, 1213",01714-378066,1,5.0
HOME DELIVERY DAILY,23.7602923,90.4217787,"HOME DELIVERY DAILY, Ka-22/3 Sohag Plaza, School Road, Dhaka 1212",01312-712616,1,5.0
US Bangla express limited,23.7826238,90.4142997,"US Bangla express limited, House, 20A Rd 26, Dhaka 1212",01701-207968,19,3.7
Rapido Ltd. (Courier),23.7666955,90.4143146,"Rapido Ltd. (Courier), House 90, Block D, Road 4 Mohanogor Project, Hatirjheel Bridge, Dhaka",09613-410510,46,4.0
S A Paribahan Parcel Service (New Office),23.7740504,90.3992677,"S A Paribahan Parcel Service (New Office), Mohakhali Bus Terminal, Shaheed Tajuddin Ahmed Ave, Dhaka 1205",01766-688351,1584,4.0
S A Paribahan Parcel Service (New Office),23.7384262,90.3949606,"S A Paribahan Parcel Service (New Office), Mohakhali Bus Terminal, Shaheed Tajuddin Ahmed Ave, Dhaka 1205",01766-688351,1584,4.0
Sundarban Courier Services Banani,23.7914306,90.4077042,"Sundarban Courier Services Banani, 13 Rd No. 13E, Dhaka 1212",01936-003304,993,4.0
Sundarban Courier Services Banani,23.8571127,90.4009153,"Sundarban Courier Services Banani, 13 Rd No. 13E, Dhaka 1212",01936-003304,993,4.0
eCobiz-Best Multi Vendor eCommerce Market Place In Bangladesh,23.7728922,90.40783,"Block-G, eCobiz-Best Multi Vendor eCommerce Market Place In Bangladesh, House-53, Niketon Road No. 8, Dhaka 1212",01885-532382,3,5.0
eCobiz-Best Multi Vendor eCommerce Market Place In Bangladesh,23.7937867,90.4037827,"Block-G, eCobiz-Best Multi Vendor eCommerce Market Place In Bangladesh, House-53, Niketon Road No. 8, Dhaka 1212",01885-532382,3,5.0
Gift Express BD - Send Gift to Bangladesh from anywhere (GiftExpressBD.com),23.7473807,90.411343,"Gift Express BD - Send Gift to Bangladesh from anywhere (GiftExpressBD.com), 1st floor House, 1/A, 1212 Rd 23, Dhaka 1212",01885-532382,3,5.0
Tonnir,23.7615789,90.4359223,"Tonnir, House 43, Road 03, Block E, Dhaka 1219",01703-548685,1,5.0
BMS Express Branded Online Shop In Bangladesh,23.7729557,90.4137026,"BMS Express Branded Online Shop In Bangladesh, c, House # 28 (3rd, Rd 07, Dhaka 1212",01627-355382,2,5.0
Yaqeen Bangladesh,23.7901206,90.4083999,"Yaqeen Bangladesh, Level-3, House-37, Road-11, Block-H, Dhaka 1213",09638-258799,2,5.0
NODIRMACH,23.7769735,90.42112,"NODIRMACH, House: TA-203, South Badda 5th Floor, Rubi Amena Lake View Apartment Dhaka, 1212",01706-445888,3,3.3
Deshi Greetings,23.7973425,90.4257902,"Deshi Greetings, House #14/A (5th floor), Road No #1/A, Block #J, Dhaka 1212",01714-091656,5,4.2
Deshi Greetings,23.7568188,90.4425538,"Deshi Greetings, House #14/A (5th floor), Road No #1/A, Block #J, Dhaka 1212",01714-091656,5,4.2
Home Delivery BD.com,23.7630599,90.4298996,"Home Delivery BD.com, 485, Dhaka",01311-903450,1,5.0
Jogaan,23.7899855,90.4036334,"Jogaan, Road 08, Block F, Dhaka 1213",09614-777888,26,4.4
Dhaka.shop.food,23.7799233,90.4164209,"Dhaka.shop.food, Gulshan shopping center Dhaka city, 1212",01568-711171,1,5.0
Safe Food,23.7610409,90.4358983,"House No:-33, Safe Food, Rd Number 5, Dhaka 1219",01730-593754,18,4.8
Afra Mart,23.7893178,90.4038602,"Afra Mart, House-7 Rd No. 7, Dhaka 1212",01841-232187,3,5.0
Khaas Food - Badda | Best Natural and Safe Grocery Store,23.7733472,90.426662,"Khaas Food - Badda | Best Natural and Safe Grocery Store, House#14 Rd No 11, Dhaka 1212",01730-715053,61,4.1
Dukanbd,23.7988604,90.4337601,"Dukanbd, 2502 Madani Ave, Dhaka 1212",01313-530220,15,5.0
Akpoysha,23.7796474,90.429157,"Akpoysha, 628, Jalil Mahmud Sharani, Adarsha Nagar Middle Badda, Badda, Dhaka-1212, Dhaka 1212",01905-492040,1,4.0
Khaas Food Gulshan | Best Natural and Safe Grocery Store,23.7915026,90.4225271,"Khaas Food Gulshan | Best Natural and Safe Grocery Store, Tower, 4 C Gazi Ln, Dhaka 1212",01730-715059,357,4.2
Neptune Bazaar,23.7941821,90.4015341,"Neptune Bazaar, 79 Rd Number 4, Dhaka 1212",01701-225360,7,4.7
Unimart Gulshan 2,23.7960944,90.4149315,"House No. 23, Unimart Gulshan 2, Gulshan Centre Point, 26 Rd 90, Dhaka 1212",01955-550000,11038,4.5
Daily Shopping Middle Badda,23.7776372,90.4251228,"Kha- 167, Daily Shopping Middle Badda, 1 Alatunnesa School Rd, Dhaka 1212",01704-140903,21,4.0
LavenderMart,23.7898354,90.4080751,"Block-H House, LavenderMart, 27 Rd 12, Dhaka 1213",01718-829192,10,4.5
M/S Zia General Store,23.7796401,90.4159097,"M/S Zia General Store, Road No 11, Dhaka 1212",01822-666688,25,3.7
Lulu Mart,23.757758,90.4271126,"Lulu Mart, Plot #143, Avenue Road #3, Block #D, Dhaka 1219",01729-892300,3,4.7
Lavender Convenience Store Ltd.,23.7931109,90.4247892,"Lavender Convenience Store Ltd., 30/2, 30/3 Shahjadpur, Pragati Sarani Dhaka Dhaka, 1212",01730-728993,766,4.2
"Daily Shopping - E Block, Banasree",23.7630355,90.4267582,"Block E, Daily Shopping - E Block, Banasree, H- 43, Rd No- 02, Block E, 47 Rd No:-2, Dhaka 1212",01704-140897,157,4.0
"Daily Shopping - E Block, Banasree",23.8237068,90.3881683,"Block E, Daily Shopping - E Block, Banasree, H- 43, Rd No- 02, Block E, 47 Rd No:-2, Dhaka 1212",01704-140897,157,4.0
"Daily Shopping - Gulshan, Gudaraghat 1",23.7768879,90.4265785,"Daily Shopping - Gulshan, Gudaraghat 1, House-12, Road-6 Gudaraghat-1, Dhaka 1212",01704-140915,432,4.0
Dhali Super Shop Ltd.,23.7936305,90.4155891,"Dhali Super Shop Ltd., G-6,7 DNCC Market, Rd 98, Dhaka 1212",02-8881100,747,4.2
Dhali Super Shop Ltd.,23.7936305,90.4155891,"Dhali Super Shop Ltd., G-6,7 DNCC Market, Rd 98, Dhaka 1212",02-8881100,747,4.2
Jogaan,23.7899855,90.4036334,"Jogaan, Road 08, Block F, Dhaka 1213",09614-777888,26,4.4
Safe Food,23.7610409,90.4358983,"House No:-33, Safe Food, Rd Number 5, Dhaka 1219",01730-593754,18,4.8
Unimart Gulshan 2,23.7960944,90.4149315,"House No. 23, Unimart Gulshan 2, Gulshan Centre Point, 26 Rd 90, Dhaka 1212",01955-550000,11038,4.5
Akpoysha,23.7796474,90.429157,"Akpoysha, 628, Jalil Mahmud Sharani, Adarsha Nagar Middle Badda, Badda, Dhaka-1212, Dhaka 1212",01905-492040,1,4.0
LavenderMart,23.7898354,90.4080751,"Block-H House, LavenderMart, 27 Rd 12, Dhaka 1213",01718-829192,10,4.5
Home Delivery BD.com,23.7630599,90.4298996,"Home Delivery BD.com, 485, Dhaka",01311-903450,1,5.0
Safe Food,23.7610409,90.4358983,"House No:-33, Safe Food, Rd Number 5, Dhaka 1219",01730-593754,18,4.8
"Daily Shopping - E Block, Banasree",23.7590572,90.4440882,"Block E, Daily Shopping - E Block, Banasree, H- 43, Rd No- 02, Block E, 47 Rd No:-2, Dhaka 1212",01704-140897,157,4.0
"Daily Shopping - B Block, Aftabnagar",23.7667113,90.4282296,"Daily Shopping - B Block, Aftabnagar, House 8, Block B, Main Road, 1 Jahurul Islam Ave, Dhaka",01704-152094,5,4.8
Jogaan,23.7899855,90.4036334,"Jogaan, Road 08, Block F, Dhaka 1213",09614-777888,26,4.4
"Daily Shopping - E Block, Banasree",23.7630355,90.4267582,"Block E, Daily Shopping - E Block, Banasree, H- 43, Rd No- 02, Block E, 47 Rd No:-2, Dhaka 1212",01704-140897,157,4.0
Khaas Food - Badda | Best Natural and Safe Grocery Store,23.7733472,90.426662,"Khaas Food - Badda | Best Natural and Safe Grocery Store, House#14 Rd No 11, Dhaka 1212",01730-715053,61,4.1
Green Grocery,23.7704771,90.4271773,"Green Grocery, road 1 house 5, west Neemtoli Rd, Dhaka 1212",01842-193166,11,4.5
Daily Shopping Middle Badda,23.7776372,90.4251228,"Kha- 167, Daily Shopping Middle Badda, 1 Alatunnesa School Rd, Dhaka 1212",01704-140903,21,4.0
LavenderMart,23.7898354,90.4080751,"Block-H House, LavenderMart, 27 Rd 12, Dhaka 1213",01718-829192,10,4.5
My Super Shop,23.7595845,90.4350091,"My Super Shop, Gulshan Shopping Center, 228, 4th Floor, Dhaka 1212",01718-829192,10,4.5
Organic Ghor,23.7603042,90.4298703,"Organic Ghor, House: 09, Road: 08, Block: D, Banasree, Rampura 1219 Dhaka, 1212",01409-500600,8,5.0
Daily Shopping - Badda Gudaraghat,23.7812492,90.4214561,"Daily Shopping - Badda Gudaraghat, House - 12, Road - 04, Gudaraghat, Dhaka 1212",01704-140898,5,4.2
MedEasy HQ,23.7586805,90.4289018,"Level: 3, Road: 14, Block: C 180/6, MedEasy HQ, Abdullah Park, 23/C Banasree Main Rd, Dhaka 1219",01844-671112,30,5.0
DeshiMed Online Pharmacy Bangladesh,23.7777623,90.4152695,"DeshiMed Online Pharmacy Bangladesh, House 14/C, Road-2, Banani, Dhaka 3, 1212",01979-944567,7,5.0
"Raju pharmacy, Home",23.800771,90.42538,"Raju pharmacy, Home, Plot No. 736, Hazi Sona Miya Masjid Road, Nayanagar, Block-J, Road No. 20, Dhaka 1212",01716-343822,1,5.0
Wellness Pharmacy,23.7958652,90.4080819,"Wellness Pharmacy, House 8 Road, 27 Rd 22, Block#K, Dhaka 1212",01319-435343,4,5.0
Smiley Life Pharmacy,23.7728824,90.4278961,"Smiley Life Pharmacy, House no# 34,Road no# 12 ,DIT project, Dhaka 1212",01406-026852,2,5.0
Prescription Aid Pharmacy,23.7907333,90.4041308,"Prescription Aid Pharmacy, Chandiwala Mansion, House 32 Road No. 11, Dhaka 1212",01920-778815,39,4.2
Prescription Aid Pharmacy,23.8122614,90.4303695,"Prescription Aid Pharmacy, Chandiwala Mansion, House 32 Road No. 11, Dhaka 1212",01920-778815,39,4.2
Praava Health Model Pharmacy,23.7933598,90.4023825,"Praava Health Model Pharmacy, Plot 9 Rd No 17, Dhaka 1212",01847-278019,18,4.6
Praava Health Model Pharmacy,23.790483,90.4074708,"Praava Health Model Pharmacy, Plot 9 Rd No 17, Dhaka 1212",01847-278019,18,4.6
MedEasy HQ,23.7586805,90.4289018,"Level: 3, Road: 14, Block: C 180/6, MedEasy HQ, Abdullah Park, 23/C Banasree Main Rd, Dhaka 1219",01844-671112,30,5.0
Online Medicine Shop,23.7777623,90.4152695,"House # 30, Online Medicine Shop, 1 Rd. 3, Dhaka 1219",01872-663266,14,3.7
Smiley Life Pharmacy,23.7728824,90.4278961,"Smiley Life Pharmacy, House no# 34,Road no# 12 ,DIT project, Dhaka 1212",01406-026852,2,5.0
Happy Life Homeo Pharmacy,23.8050896,90.4260691,"Happy Life Homeo Pharmacy, Dhaka 1212",01705-067173,6,5.0
Tamanna Pharmacy - Gulshan - 1,23.8122614,90.4303695,"Tamanna Pharmacy - Gulshan - 1, Gulshan Ave, Dhaka 1212",01818-429178,137,4.2
Ethan Medicine Corner,23.7972919,90.4312174,"Ethan Medicine Corner, House# 30/A, Road# 03, Block#A, Baridhara, 1212",01718-252824,3,4.7
Ousodh.com,23.7815788,90.4050579,"Ousodh.com, Gp Ja-171, Wireless Gate, Dhaka 1213",01611-006100,34,4.9
Ousodh.com,23.7805151,90.4216107,"Ousodh.com, Gp Ja-171, Wireless Gate, Dhaka 1213",01611-006100,34,4.9
Ousodh.com,23.7696221,90.3589242,"Ousodh.com, Gp Ja-171, Wireless Gate, Dhaka 1213",01611-006100,34,4.9
Bismillah Pharmacy,23.7380517,90.4352045,"Bismillah Pharmacy, 40 S Badda Rd, Dhaka 1212",01729-380854,1,5.0
Tamanna Pharmacy - Gulshan - 1,23.7808375,90.4167288,"Tamanna Pharmacy - Gulshan - 1, Gulshan Ave, Dhaka 1212",01818-429178,137,4.2
DeshiMed Online Pharmacy Bangladesh,23.7777623,90.4152695,"DeshiMed Online Pharmacy Bangladesh, House 14/C, Road-2, Banani, Dhaka 3, 1212",01979-944567,7,5.0
Praava Health Model Pharmacy,23.7933598,90.4023825,"Praava Health Model Pharmacy, Plot 9 Rd No 17, Dhaka 1212",01847-278019,18,4.6
OsudPotro.com Ltd.,23.7807485,90.4006388,"15th floor, OsudPotro.com Ltd., Ambon Complex, 99 Bir Uttam AK Khandakar Rd, Dhaka 1212",09610-001122,58,4.7
